,PropertyName,ShortDesc,StationMiles,Description,AddedOrReduced,Agent,ContactNumber,PropertyValue
15,"Woodland Way, Kingswood",Land for sale,12.76 miles from station,"An excellent development opportunity. Situated in a private location within the exclusive Kingswood Warren, this site of some 1.2 acres is available with the benefit of full planning consent for two substantial detached houses. Unconditional offers are invited.",,"Marketed by Richard Saunders and Company, Kingswood",01737 904074,"£1,900,000"
16,"Austin Heights, 25 Hartnup Street, Maidstone, ME16",Land for sale,22.65 miles from station,FULLY LET BLOCK OF 11 APARTMENTS WITH PLANNING PERMISSION FOR 5 ADDITIONAL RESIDENTIAL UNITS IN NEW BUILDING AT REAR OF CAR PARK. Existing building comprises 6 x 2 bedroom apartments and 5 x 1 bedroom apartments all currently let. Planning permission granted for detached new build at rear of site.,,"Marketed by Century 21, Maidstone",01622 922094,"£1,850,000"
17,"Waldo Works, Waldo Road, London, NW10",Plot for sale,14.10 miles from station,DEVELOPMENT OPPORTUNITY: A substantial warehouse located moments from Kensal Green benefitting from approved planning permission for three unique residential apartments,,"Marketed by Marsh & Parsons, North Kensington",020 8012 4066,"£1,800,000"
18,"29 Russell Hill, Purley, Surrey, CR8",Land for sale,7.29 miles from station,Rare Conversion OpportunitySubstantial Period PropertyLocated in Prime Residential StreetPurley Station 0.8 miles (14-19 minute walk)PLANNING GRANTED FOR 9 FLATS:5 x two bedroom4 x one bedroomFreehold for sale - £1.8m (offers in excess of),,"Marketed by Andrew Pennell, London",020 8012 0367,"£1,800,000"
19,"Nevill Terrace, Tunbridge Wells, Kent, TN2",Land for sale,21.67 miles from station,** IDEAL INVESTMENT OR HMO OPPORTUNITY IN SOUGHT AFTER TUNBRIDGE WELLS LOCATION **,,"Marketed by SJD, Tunbridge Wells",01892 323111,"£1,800,000"
20,"Herbert Road, Hornchurch, RM11",Land for sale,14.70 miles from station,"• CASH BUYERS ONLY • SITUATED ON A PLOT MEASURING APPROXIMATELY 0.5 ACRES • PLOT SIZE 90' X 300' MAX. • PLANNING PERMISSION APPROVED FOR A BRAND NEW DWELLING IN EXCESS OF 12,000 SQ. FT. • PLANNING NO. P.1683.14 • LOCATED ON THIS PREMIER TURN...",,"Marketed by Balgores, Hornchurch",01708 923047,POA
21,"Southern Road, London, E13",Land for sale,9.04 miles from station,"Planning granted New build of 7 houses and 3 flats No social housing Secure gates ""mews style"" development Upton Park Station 12-minute walk Canary Wharf 26 mins on tube Site area 1,042m2",,"Marketed by Andrew Pennell, London",020 8012 0367,"£1,750,000"
22,"Blind Lane, Billericay - Keith Ashton Signature Home",Plot for sale,21.14 miles from station,"Keith Ashton's are delighted to offer to the market, a unique opportunity to acquire this plot of land spanning some 20 acres, which currently has full planning permission in place, to convert the existing barn into a large 8072 square foot family home. Occupying a wonderful setting on t...",,"Marketed by Keith Ashton , Brentwood",01277 577203,"£1,700,000"
23,"Hutton Mount, Brentwood, CM13",Plot for sale,20.81 miles from station,"Situated on the prestigious Hutton Mount private estate is this plot of land which measures just under 0.5 of an acre STLS, with a road frontage of 70' and a depth of around 300'.  There is currently a carriage driveway and there are also established gardens which feature mature tree...",,"Marketed by Court & Co, Shenfield",01277 577199,"£1,700,000"
24,"Gander Green Lane, Sutton",Land for sale,9.94 miles from station,Vacant Freehold site with planning permission granted for the erection of 4 x 3-bedroom semi-detached houses and conversion of the former public house to form 3 x 2 bedroom & 1 x 3 bedroom flats.,,"Marketed by Kings Estates, Guildford",01482 750027,"£1,700,000"
0,"Aston End Road, SG2",Land for sale,34.55 miles from station,"100m2 of agricultural land available for agricultural, commercial or residential use subject to the necessary consent.100m2 £5000.200m2 £8000.300m2 £10000.400m2 £11000.Multiple plots or larger areas available if required.",,"Marketed by Tribute Land, High Wycombe",01494 350021,"£5,000"
1,"Land at Laurence Road & Prince Regent Road, Hounslow, London TW3",Land for sale,16.85 miles from station,West London development opportunity,,"Marketed by Savills , Margaret Street- Development",020 8012 5344,"£2,900,000"
2,"Wise Lane, West Drayton, West Drayron, UB7",Land for sale,22.57 miles from station,3.4 Acres of potential development land located in West Drayton is available immediately. The current land has a large detached bungalow and numerous outbuildings on the plot. The surrounding land has been developed meaning this has a great chance of obtaining planning permission for multip...,,"Marketed by Rolfe East, Ealing",020 8012 2145,"£2,900,000"
3,"Warren Drive, Kingswood",Land for sale,12.47 miles from station,"A rare opportunity to acquire a much improved family home but with the option to replace with two substantial new homes, each of just under 8,000 square feet in one of Kingswood Warren's finest locations. The 1.08 acre site is level with a westerly aspect to the rear and mature evergreen screening.",,"Marketed by Richard Saunders and Company, Kingswood",01737 904074,"£2,650,000"
4,"Old Loom Mill, Mulbrooks, Hailsham",Land for sale,39.87 miles from station,A residential development opportunity of 11.4 acres; 3.3 acres of which has planning consent for twenty four dwellings. A planning brief from Ecotecture architects is available which states an indication from the Local Authority that the number of units could be increased.,,"Marketed by Clarke Gammon Wellers, Haslemere",01428 900014,Offers Invited
5,"Northchapel, Petworth",Land for sale,37.50 miles from station,A 116.5 acre (47.15 ha) grass farm/equestrian property in a stunning rural location with fine views over its own undulating farmland to distant wooded hills having Planning Permission for two dwellings and equestrian facilities.,,"Marketed by Clarke Gammon Wellers, Haslemere",01428 900014,"£2,500,000"
6,"Rectory Lane, Shenley, Hertfordshire",Land for sale,24.09 miles from station,"** DEVELOPMENT OPPORTUNITY - WOODLAND SITE OF CIRCA 7.5 ACRES WITH PLANNING PERMISSION PLUS A FURTHER PLANNING OPPORTUNITY ** A magnificent woodland site of circa 7.5 acres surrounded by open greenbelt countryside with planning permission for the construction of a detached 2 storey, 4 bedroom re...",,"Marketed by Statons New Homes Showcase, Barnet",020 3858 2563,"£2,500,000"
7,"(Plot 1) Tysea Hill, Stapleford Abbotts, Romford",Plot for sale,17.65 miles from station,"** INTERESTED PARTIES SHOULD BE AWARE THAT NO PLANNING HAS BEEN APPLIED FOR * An opportunity has arisen to purchase a freehold site of some 1.5 acres, located in a semi-rural position and offering three existing residential properties, two with PD rights along with over 1100 sqm of commercial bui...",,"Marketed by Keith Ashton , Kelvedon Hatch",01277 577205,"£2,400,000"
8,"White Lane, Albury, Guildford",Plot for sale,26.12 miles from station,"Within the Surrey Hills Area of Outstanding Natural Beauty, a unique position set on the slopes of Newlands Corner, with extensive southerly views, this site offers an excellent opportunity to build a substantial country house to your own specifications. Planning approved for a property of over ...",,"Marketed by house, Covering London, Surrey and Sussex",01483 660166,"£2,300,000"
9,"Manor Road, Barnet",Land for sale,19.77 miles from station,"OPPORTUNITY TO PURCHASE A PROPERYT PORTFOLIO CONSISTING OF 10 FLATS SET IN PURPOSE BUILT BLOCKS LOCATED IN THE BARNET LOCATION. SIX OF THE FLATS ARE SITUATED IN DIFFERENT BLOCKS. Initial Investment £2,300,000
Gross Rent £102,324
Gross Yield 4.83% Property Information
6 x studio apart...",,"Marketed by Spencer & Sener, Barnet",020 8012 0271,"£2,300,000"
10,"Stratton Road, Beaconsfield",Land for sale,32.63 miles from station,"Site of about one acre, with planning permission for the demolition of the existing property and the erection of two houses within the very desirable 'Golden Triangle' .",,"Marketed by Tim Russ & Company, Beaconsfield",01494 350034,"£2,250,000"
11,"Streatley Place, Hampstead Village",Land for sale,13.76 miles from station,"Development Opportunity. Planning permission granted for new bespoke new build scheme in the heart of Hampstead Village on a pedestrianised location just off Heath Street and New End with benefit of numerous facilities of the Village including shops, restaurants, wide expansions of Hampstead Heat...",,"Marketed by Goldschmidt & Howland, Hampstead - Sales",020 8012 1279,"£2,225,000"
12,"Malthouse Lane, Hurstpierpoint, Hassocks",Land for sale,31.90 miles from station,Mixed equestrian and agricultural farm with various buildings; 55 acres,,"Marketed by Austin Gray, Investment and Development Department",01273 839362,"£2,200,000"
13,"Hainault Road, Chigwell",Plot for sale,14.97 miles from station,A unique opportunity to acquire a prime building plot complete with planning consent for the construction of a magnificent statement residence in one of Chigwell’s premier locations. The site has been cleared and is in principle ready for an immediate start. Our client has achieved a consent and ...,,"Marketed by Elliott James - Prime Residential, Loughton",020 8012 5173,"£2,200,000"
14,"Station Road, Little Dunmow, CM6 3HF",Land for sale,36.53 miles from station,"Residential development land. Outline planning permission for 9 dwellings on Station Road, Little Dunmow. The land extends to approximately 1.08 ha (2.67 acres).",,"Marketed by Sworders, Ware",01279 949093,"£2,200,000"
15,"Filbert Close, Hatfield, AL10",Land for sale,26.33 miles from station,RESIDENTIAL DEVELOPMENT OPPORTUNITY Outline Planning Consent for 39 dwellings For Sale by Informal Tender. Bids to be recieved by 12noon Tuesday 3rd November 2020. Site Extending to Approximately 2.28 acres (0.92ha),,"Marketed by Carter Jonas, Cambridge South",01223 787123,"£2,100,000"
16,"High Street, Canvey Island, Essex, SS8",Land for sale,26.85 miles from station,"A fantastic opportunity to purchase this unique Development in Canvey Island. Ideally located on Canvey Island High street, this development is well positioned within walking distance to the coast, and most of Canvey Islands fantastic amenities. The development is under 90 minutes by train...",,"Marketed by Stirling Ackroyd, New Homes",020 8012 3289,POA
17,"Gregories Farm Lane, Beaconsfield, HP9",Land for sale,32.17 miles from station,"A fantastic opportunity to build a dream home of up to 7,500 square feet in in the heart of Beaconsfield New Town.",,"Marketed by Bovingdons, South Buckinghamshire",01494 350228,"£2,000,000"
18,"Warfield, Berks",Land for sale,32.39 miles from station,Approximately 73.85 acres north of Bracknell and adjoining an area proposed for development. An interesting speculative purchase.,,"Marketed by Martin & Pole, Wokingham",0118 453 0082,"£2,000,000"
19,"Mulbrooks, Hailsham",Land for sale,39.87 miles from station,3.3 acres having detailed Planning Permission for 24 units.,,"Marketed by Clarke Gammon Wellers, Haslemere",01428 900014,"£2,000,000"
20,"Vine Court, London",Land for sale,8.86 miles from station,"An Exciting opportunity to develop a quartet of Architect Designed Houses. Located in the heart of Whitechapel, in the middle of the much anticipated Whitechapel vision masterplan. A stones throw from Spitalfields and walking distance to the much mooted Crossrail. This oppor...",,"Marketed by CITY REALTOR LIMITED , London",020 7790 7702,POA
21,"Nutbourne Road, Pulborough",Plot for sale,37.56 miles from station,A unique opportunity to acquire over 8 acres of parkland in West Sussex with planning permission for 6 bedroomed house. Existing 3 bed house. Adjacent to Nutbourne Common and South Downs National Park 40 mins to Gatwick and just over one hour to London Victoria. Train Station is two miles away.,,"Marketed by I Am The Agent, Nationwide",020 3389 9679,"£2,000,000"
